order_id,user_id,name,city,membership,restaurant_id,restaurant_name,cuisine,rating,order_date,total_amount
1278,472,User_472,Hyderabad,Gold,255,Restaurant_255,Mexican,3.1,2023-10-18,516.95
1279,1811,User_1811,Bangalore,Regular,409,Restaurant_409,Mexican,3.5,2023-11-16,1497.9
1280,1300,User_1300,Chennai,Regular,40,Restaurant_40,Indian,4.6,2023-07-13,752.2
1281,2405,User_2405,Bangalore,Regular,94,Restaurant_94,Chinese,4.5,2023-07-04,1389.36
1282,2335,User_2335,Hyderabad,Gold,16,Restaurant_16,Indian,4.6,2023-08-16,216.04
1283,358,User_358,Bangalore,Gold,156,Restaurant_156,Italian,3.8,2023-12-07,369.04
1284,1774,User_1774,Bangalore,Regular,190,Restaurant_190,Chinese,3.1,2023-06-04,317.04
1285,2148,User_2148,Pune,Regular,35,Restaurant_35,Chinese,3.9,2023-07-07,995.66
1286,142,User_142,Pune,Regular,345,Restaurant_345,Chinese,4.3,2023-07-25,1271.85
1287,1931,User_1931,Bangalore,Regular,92,Restaurant_92,Mexican,4.9,2023-07-09,144.51
1288,1213,User_1213,Pune,Regular,391,Restaurant_391,Indian,3.3,2023-05-23,683.94
1289,1605,User_1605,Bangalore,Regular,2,Restaurant_2,Indian,4.1,2023-02-15,297.98
1290,850,User_850,Chennai,Regular,232,Restaurant_232,Mexican,4.0,2023-06-19,705.65
1291,1312,User_1312,Hyderabad,Regular,475,Restaurant_475,Italian,4.9,2023-12-09,1118.9
1292,1939,User_1939,Bangalore,Gold,478,Restaurant_478,Chinese,3.1,2023-10-15,109.4
1293,204,User_204,Bangalore,Regular,17,Restaurant_17,Indian,4.6,2023-02-28,679.04
1294,1500,User_1500,Hyderabad,Regular,73,Restaurant_73,Mexican,3.1,2023-03-30,1381.06
1295,552,User_552,Hyderabad,Regular,248,Restaurant_248,Italian,3.0,2023-02-24,535.3
1296,1138,User_1138,Hyderabad,Gold,152,Restaurant_152,Indian,4.8,2023-01-22,1084.23
1297,318,User_318,Pune,Regular,316,Restaurant_316,Chinese,4.8,2023-11-14,649.71
1298,1985,User_1985,Chennai,Gold,39,Restaurant_39,Indian,4.8,2023-11-06,571.53
1299,1809,User_1809,Bangalore,Gold,259,Restaurant_259,Mexican,3.7,2023-04-17,894.18
1300,2022,User_2022,Bangalore,Regular,61,Restaurant_61,Italian,4.4,2023-08-02,175.86
1301,1482,User_1482,Bangalore,Regular,319,Restaurant_319,Indian,3.1,2023-02-02,445.18
1302,1841,User_1841,Chennai,Regular,489,Restaurant_489,Italian,3.0,2023-01-30,113.7
1303,2149,User_2149,Pune,Gold,256,Restaurant_256,Italian,3.1,2023-12-14,313.78
1304,2862,User_2862,Pune,Regular,230,Restaurant_230,Chinese,3.6,2023-12-21,979.35
1305,1828,User_1828,Chennai,Regular,159,Restaurant_159,Mexican,4.9,2023-09-21,401.04
1306,1099,User_1099,Bangalore,Regular,127,Restaurant_127,Chinese,5.0,2023-01-27,831.5
1307,128,User_128,Hyderabad,Regular,269,Restaurant_269,Indian,3.5,2023-10-27,523.38
1308,2962,User_2962,Chennai,Gold,32,Restaurant_32,Italian,3.2,2023-06-11,1107.21
1309,672,User_672,Bangalore,Regular,48,Restaurant_48,Mexican,3.8,2023-03-18,1311.13
1310,1649,User_1649,Chennai,Gold,464,Restaurant_464,Italian,3.3,2023-06-12,1025.36
1311,1722,User_1722,Hyderabad,Gold,49,Restaurant_49,Italian,4.0,2023-06-28,1229.24
1312,948,User_948,Pune,Regular,209,Restaurant_209,Indian,3.6,2023-12-17,309.66
1313,2221,User_2221,Bangalore,Gold,412,Restaurant_412,Mexican,4.0,2023-09-17,407.36
1314,505,User_505,Hyderabad,Gold,162,Restaurant_162,Italian,3.3,2023-09-25,185.51
1315,300,User_300,Chennai,Regular,468,Restaurant_468,Chinese,4.8,2023-01-18,1434.44
1316,2425,User_2425,Chennai,Gold,143,Restaurant_143,Chinese,4.0,2023-02-03,1395.72
1317,2201,User_2201,Bangalore,Gold,81,Restaurant_81,Chinese,3.2,2023-11-27,1183.76
1318,2038,User_2038,Chennai,Regular,279,Restaurant_279,Italian,4.9,2023-03-30,786.43
1319,2609,User_2609,Hyderabad,Gold,302,Restaurant_302,Mexican,4.9,2023-06-09,1266.1
1320,481,User_481,Pune,Gold,90,Restaurant_90,Italian,4.8,2023-03-31,684.48
1321,1283,User_1283,Hyderabad,Regular,499,Restaurant_499,Mexican,4.9,2023-01-10,612.39
1322,1744,User_1744,Bangalore,Gold,474,Restaurant_474,Mexican,3.5,2023-09-12,1100.37
1323,2673,User_2673,Bangalore,Gold,205,Restaurant_205,Italian,4.2,2023-12-11,136.43
1324,1806,User_1806,Chennai,Gold,45,Restaurant_45,Mexican,3.0,2023-05-27,1413.33
1325,599,User_599,Hyderabad,Gold,256,Restaurant_256,Italian,3.1,2023-07-07,1046.39
1326,274,User_274,Pune,Gold,101,Restaurant_101,Mexican,3.9,2023-02-03,844.21
1327,1310,User_1310,Bangalore,Gold,175,Restaurant_175,Chinese,4.1,2023-07-29,419.02
1328,844,User_844,Chennai,Gold,51,Restaurant_51,Italian,3.0,2023-05-08,1477.89
1329,600,User_600,Chennai,Gold,248,Restaurant_248,Italian,3.0,2023-01-01,1176.65
1330,1553,User_1553,Pune,Regular,276,Restaurant_276,Italian,3.4,2023-06-06,488.38
1331,590,User_590,Bangalore,Regular,463,Restaurant_463,Chinese,3.2,2023-02-03,1088.64
1332,1244,User_1244,Hyderabad,Gold,185,Restaurant_185,Mexican,4.5,2023-12-08,134.84
1333,953,User_953,Bangalore,Gold,287,Restaurant_287,Chinese,4.7,2023-02-05,1328.12
1334,2294,User_2294,Pune,Regular,454,Restaurant_454,Italian,4.5,2023-02-02,445.28
1335,2515,User_2515,Pune,Regular,277,Restaurant_277,Mexican,3.3,2023-09-26,363.17
1336,2251,User_2251,Pune,Regular,355,Restaurant_355,Indian,4.2,2023-09-01,728.82
1337,2027,User_2027,Bangalore,Regular,472,Restaurant_472,Chinese,4.3,2023-05-20,306.27
1338,77,User_77,Pune,Regular,379,Restaurant_379,Mexican,4.1,2023-08-18,184.54
1339,479,User_479,Chennai,Regular,280,Restaurant_280,Chinese,3.7,2023-07-07,756.47
1340,2800,User_2800,Chennai,Regular,298,Restaurant_298,Mexican,5.0,2023-08-13,434.06
1341,321,User_321,Chennai,Regular,445,Restaurant_445,Indian,4.3,2023-11-16,1494.3
1342,2818,User_2818,Pune,Gold,497,Restaurant_497,Mexican,4.4,2023-11-30,676.51
1343,2639,User_2639,Chennai,Regular,490,Restaurant_490,Italian,3.7,2023-01-20,1332.18
1344,1587,User_1587,Chennai,Regular,387,Restaurant_387,Mexican,3.8,2023-06-11,204.38
1345,1442,User_1442,Bangalore,Gold,309,Restaurant_309,Indian,4.5,2023-09-29,1092.45
1346,2592,User_2592,Hyderabad,Regular,91,Restaurant_91,Italian,4.8,2023-09-10,161.8
1347,1313,User_1313,Bangalore,Regular,487,Restaurant_487,Chinese,4.8,2023-01-22,868.83
1348,2308,User_2308,Chennai,Regular,366,Restaurant_366,Indian,4.5,2023-04-25,300.18
1349,1515,User_1515,Bangalore,Regular,352,Restaurant_352,Italian,4.7,2023-03-18,265.64
1350,406,User_406,Bangalore,Regular,292,Restaurant_292,Mexican,4.0,2023-06-01,804.22
1351,1066,User_1066,Bangalore,Regular,299,Restaurant_299,Mexican,3.2,2023-08-05,947.95
1352,1209,User_1209,Bangalore,Gold,474,Restaurant_474,Mexican,3.5,2023-06-05,577.02
1353,600,User_600,Chennai,Gold,379,Restaurant_379,Mexican,4.1,2023-09-14,1352.95
1354,1946,User_1946,Pune,Regular,378,Restaurant_378,Italian,4.4,2023-11-25,1232.8
1355,1957,User_1957,Bangalore,Gold,18,Restaurant_18,Italian,4.5,2023-01-17,171.67
1356,1863,User_1863,Chennai,Gold,289,Restaurant_289,Italian,4.8,2023-12-03,812.39
1357,2027,User_2027,Bangalore,Regular,290,Restaurant_290,Chinese,4.9,2023-08-22,564.81
1358,1967,User_1967,Hyderabad,Regular,72,Restaurant_72,Mexican,3.4,2023-02-15,1373.24
1359,1146,User_1146,Pune,Gold,75,Restaurant_75,Chinese,4.2,2023-01-17,612.37
1360,567,User_567,Hyderabad,Gold,132,Restaurant_132,Indian,3.7,2023-10-19,354.2
1361,322,User_322,Pune,Regular,267,Restaurant_267,Chinese,4.2,2023-02-07,328.43
1362,1811,User_1811,Bangalore,Regular,45,Restaurant_45,Mexican,3.0,2023-04-24,282.46
1363,2986,User_2986,Hyderabad,Regular,134,Restaurant_134,Mexican,4.3,2023-04-30,954.36
1364,265,User_265,Chennai,Regular,49,Restaurant_49,Italian,4.0,2023-05-15,735.53
1365,1423,User_1423,Hyderabad,Gold,280,Restaurant_280,Chinese,3.7,2023-10-16,774.34
1366,2857,User_2857,Chennai,Gold,68,Restaurant_68,Italian,4.1,2023-08-16,428.34
1367,2579,User_2579,Bangalore,Gold,286,Restaurant_286,Italian,5.0,2023-10-18,449.98
1368,366,User_366,Bangalore,Gold,465,Restaurant_465,Italian,4.9,2023-12-25,804.25
1369,2624,User_2624,Hyderabad,Regular,74,Restaurant_74,Chinese,4.3,2023-11-07,943.14
1370,1508,User_1508,Pune,Gold,253,Restaurant_253,Italian,4.6,2023-10-24,703.84
1371,2554,User_2554,Hyderabad,Gold,490,Restaurant_490,Italian,3.7,2023-02-04,1473.09
1372,1368,User_1368,Pune,Gold,177,Restaurant_177,Indian,3.9,2023-11-27,477.35
1373,2554,User_2554,Hyderabad,Gold,431,Restaurant_431,Mexican,4.6,2023-03-19,1340.22
1374,540,User_540,Pune,Gold,184,Restaurant_184,Mexican,3.5,2023-06-20,1212.84
1375,420,User_420,Pune,Regular,204,Restaurant_204,Mexican,4.7,2023-04-13,1068.16
1376,2777,User_2777,Chennai,Gold,11,Restaurant_11,Chinese,4.9,2023-03-05,1000.22
1377,2556,User_2556,Chennai,Gold,3,Restaurant_3,Mexican,4.3,2023-12-26,305.29
1378,2751,User_2751,Bangalore,Gold,339,Restaurant_339,Indian,3.1,2023-08-30,1386.27
1379,1383,User_1383,Chennai,Gold,5,Restaurant_5,Chinese,4.8,2023-04-14,816.74
1380,354,User_354,Chennai,Regular,345,Restaurant_345,Chinese,4.3,2023-10-22,1247.31
1381,2756,User_2756,Pune,Gold,22,Restaurant_22,Chinese,5.0,2023-06-29,152.79
1382,1277,User_1277,Chennai,Regular,32,Restaurant_32,Italian,3.2,2023-01-24,1125.93
1383,1574,User_1574,Hyderabad,Gold,446,Restaurant_446,Indian,4.9,2023-03-14,379.69
1384,1094,User_1094,Bangalore,Regular,203,Restaurant_203,Chinese,3.8,2023-08-24,1027.04
1385,1601,User_1601,Bangalore,Regular,171,Restaurant_171,Mexican,3.6,2023-08-30,1025.18
1386,1512,User_1512,Chennai,Gold,19,Restaurant_19,Indian,3.6,2023-03-05,1428.94
1387,1656,User_1656,Hyderabad,Regular,431,Restaurant_431,Mexican,4.6,2023-12-28,675.02
1388,685,User_685,Pune,Gold,14,Restaurant_14,Indian,3.8,2023-08-26,1431.6
1389,373,User_373,Hyderabad,Regular,476,Restaurant_476,Mexican,3.4,2023-04-26,227.37
1390,2747,User_2747,Chennai,Regular,77,Restaurant_77,Mexican,4.4,2023-11-11,1216.5
1391,2695,User_2695,Pune,Regular,234,Restaurant_234,Chinese,3.7,2023-08-09,852.68
1392,19,User_19,Hyderabad,Regular,27,Restaurant_27,Italian,4.4,2023-06-25,718.22
1393,1444,User_1444,Bangalore,Gold,301,Restaurant_301,Italian,4.8,2023-06-23,847.4
1394,269,User_269,Bangalore,Gold,183,Restaurant_183,Chinese,3.7,2023-11-20,738.14
1395,350,User_350,Chennai,Regular,96,Restaurant_96,Mexican,4.4,2023-11-23,403.27
1396,1317,User_1317,Pune,Regular,189,Restaurant_189,Indian,4.8,2023-04-21,205.47
1397,2706,User_2706,Hyderabad,Regular,246,Restaurant_246,Mexican,3.9,2023-02-04,750.61
1398,1273,User_1273,Chennai,Regular,176,Restaurant_176,Italian,4.0,2023-07-16,545.65
1399,2427,User_2427,Hyderabad,Regular,39,Restaurant_39,Indian,4.8,2023-10-17,724.49
1400,265,User_265,Chennai,Regular,87,Restaurant_87,Mexican,3.8,2023-09-30,981.27
1401,1541,User_1541,Chennai,Regular,254,Restaurant_254,Indian,4.7,2023-06-16,1149.25
1402,1571,User_1571,Pune,Gold,168,Restaurant_168,Indian,3.7,2023-02-07,592.08
1403,1029,User_1029,Bangalore,Gold,194,Restaurant_194,Chinese,3.8,2023-03-10,212.34
1404,2395,User_2395,Hyderabad,Regular,404,Restaurant_404,Indian,3.8,2023-07-17,1469.04
1405,1275,User_1275,Chennai,Gold,275,Restaurant_275,Italian,3.8,2023-07-06,693.64
1406,1157,User_1157,Pune,Gold,43,Restaurant_43,Chinese,4.9,2023-04-03,121.22
1407,614,User_614,Hyderabad,Regular,214,Restaurant_214,Chinese,3.4,2023-05-01,726.43
1408,2895,User_2895,Chennai,Gold,294,Restaurant_294,Italian,3.1,2023-08-22,817.71
1409,2174,User_2174,Pune,Gold,479,Restaurant_479,Indian,3.8,2023-10-08,716.24
1410,2898,User_2898,Hyderabad,Regular,77,Restaurant_77,Mexican,4.4,2023-04-23,723.85
1411,2100,User_2100,Hyderabad,Regular,76,Restaurant_76,Italian,4.7,2023-11-16,1117.94
1412,3000,User_3000,Hyderabad,Gold,400,Restaurant_400,Mexican,3.4,2023-01-21,1235.67
1413,745,User_745,Bangalore,Gold,268,Restaurant_268,Indian,3.8,2024-01-01,105.08
1414,2340,User_2340,Pune,Gold,37,Restaurant_37,Mexican,3.1,2023-09-10,545.85
1415,2915,User_2915,Chennai,Gold,293,Restaurant_293,Italian,3.0,2023-04-12,694.1
1416,505,User_505,Hyderabad,Gold,304,Restaurant_304,Italian,4.1,2023-10-04,1028.7
1417,2314,User_2314,Hyderabad,Gold,391,Restaurant_391,Indian,3.3,2023-09-24,1016.15
1418,1460,User_1460,Hyderabad,Regular,285,Restaurant_285,Mexican,4.8,2023-09-23,1445.74
1419,2347,User_2347,Hyderabad,Regular,301,Restaurant_301,Italian,4.8,2023-08-28,1096.91
1420,1141,User_1141,Pune,Gold,309,Restaurant_309,Indian,4.5,2023-07-02,1422.31
1421,1215,User_1215,Pune,Regular,477,Restaurant_477,Indian,4.1,2023-09-07,1108.75
1422,1179,User_1179,Bangalore,Regular,500,Restaurant_500,Chinese,3.2,2023-11-22,1140.97
1423,1863,User_1863,Chennai,Gold,347,Restaurant_347,Chinese,4.8,2023-07-18,583.67
1424,318,User_318,Pune,Regular,135,Restaurant_135,Indian,3.7,2023-12-07,1165.42
1425,1845,User_1845,Hyderabad,Regular,73,Restaurant_73,Mexican,3.1,2023-06-16,958.15
1426,1368,User_1368,Pune,Gold,485,Restaurant_485,Mexican,4.9,2023-09-29,929.45
1427,1310,User_1310,Bangalore,Gold,90,Restaurant_90,Italian,4.8,2023-01-26,1428.18
1428,2790,User_2790,Hyderabad,Regular,417,Restaurant_417,Mexican,3.0,2023-09-14,1347.62
1429,61,User_61,Pune,Gold,218,Restaurant_218,Indian,4.1,2023-05-10,1113.73
1430,2360,User_2360,Bangalore,Regular,86,Restaurant_86,Indian,4.2,2023-07-13,709.39
1431,1299,User_1299,Bangalore,Regular,235,Restaurant_235,Italian,4.5,2023-11-26,1262.07
1432,2500,User_2500,Chennai,Gold,279,Restaurant_279,Italian,4.9,2023-09-30,982.77
1433,137,User_137,Hyderabad,Gold,106,Restaurant_106,Indian,4.8,2023-09-27,1414.3
1434,1714,User_1714,Chennai,Regular,312,Restaurant_312,Chinese,3.1,2023-04-01,787.44
1435,785,User_785,Chennai,Gold,230,Restaurant_230,Chinese,3.6,2023-05-19,1204.45
1436,339,User_339,Pune,Regular,265,Restaurant_265,Chinese,4.2,2023-05-31,437.39
1437,788,User_788,Bangalore,Gold,306,Restaurant_306,Chinese,4.8,2023-08-30,1077.13
1438,1300,User_1300,Chennai,Regular,172,Restaurant_172,Italian,3.9,2023-11-06,135.1
1439,901,User_901,Bangalore,Regular,177,Restaurant_177,Indian,3.9,2023-12-01,1095.63
1440,740,User_740,Hyderabad,Gold,321,Restaurant_321,Chinese,4.7,2023-07-27,1097.25
1441,2830,User_2830,Pune,Gold,145,Restaurant_145,Italian,3.1,2023-03-02,602.77
1442,1293,User_1293,Hyderabad,Gold,330,Restaurant_330,Italian,3.9,2023-07-01,127.81
1443,2944,User_2944,Hyderabad,Gold,290,Restaurant_290,Chinese,4.9,2023-11-07,1270.2
1444,684,User_684,Hyderabad,Gold,213,Restaurant_213,Indian,3.7,2023-03-29,1079.49
1445,583,User_583,Pune,Gold,422,Restaurant_422,Mexican,3.0,2023-02-02,231.29
1446,623,User_623,Pune,Gold,118,Restaurant_118,Mexican,3.8,2023-04-11,1290.56
1447,2582,User_2582,Hyderabad,Gold,43,Restaurant_43,Chinese,4.9,2023-09-22,795.13
1448,2933,User_2933,Chennai,Regular,364,Restaurant_364,Mexican,3.4,2023-07-19,1213.23
1449,1217,User_1217,Chennai,Gold,495,Restaurant_495,Italian,4.5,2023-06-28,1381.65
1450,2653,User_2653,Bangalore,Gold,448,Restaurant_448,Mexican,3.4,2023-11-03,1007.45
1451,1897,User_1897,Chennai,Gold,7,Restaurant_7,Italian,3.2,2023-01-22,1213.19
1452,2474,User_2474,Chennai,Gold,75,Restaurant_75,Chinese,4.2,2023-08-11,1481.64
1453,2560,User_2560,Pune,Gold,83,Restaurant_83,Chinese,3.5,2023-09-09,1188.59
1454,719,User_719,Chennai,Gold,230,Restaurant_230,Chinese,3.6,2023-12-01,216.59
1455,1965,User_1965,Hyderabad,Gold,429,Restaurant_429,Chinese,4.3,2023-12-29,599.37
1456,951,User_951,Chennai,Gold,325,Restaurant_325,Italian,4.5,2023-11-23,1105.18
1457,1377,User_1377,Pune,Regular,280,Restaurant_280,Chinese,3.7,2023-11-18,1359.41
1458,429,User_429,Hyderabad,Gold,68,Restaurant_68,Italian,4.1,2023-01-23,1095.37
1459,674,User_674,Chennai,Regular,330,Restaurant_330,Italian,3.9,2023-02-04,1130.87
1460,1562,User_1562,Chennai,Regular,484,Restaurant_484,Mexican,4.2,2023-08-27,1160.8
1461,2502,User_2502,Bangalore,Regular,295,Restaurant_295,Chinese,3.1,2023-08-10,452.54
1462,1655,User_1655,Bangalore,Gold,271,Restaurant_271,Chinese,3.8,2023-08-16,1345.05
1463,2509,User_2509,Pune,Gold,421,Restaurant_421,Indian,3.0,2023-09-21,141.13
1464,876,User_876,Hyderabad,Regular,46,Restaurant_46,Chinese,3.6,2023-06-12,421.82
1465,2946,User_2946,Chennai,Gold,413,Restaurant_413,Italian,3.3,2023-07-02,981.57
1466,7,User_7,Chennai,Gold,498,Restaurant_498,Chinese,3.9,2023-05-08,586.99
1467,2194,User_2194,Chennai,Regular,114,Restaurant_114,Indian,3.9,2023-03-08,1312.52
1468,2159,User_2159,Bangalore,Gold,183,Restaurant_183,Chinese,3.7,2023-05-15,308.91
1469,2292,User_2292,Hyderabad,Gold,475,Restaurant_475,Italian,4.9,2023-01-23,766.71
1470,56,User_56,Chennai,Gold,224,Restaurant_224,Chinese,4.8,2023-06-22,316.05
1471,2877,User_2877,Chennai,Gold,438,Restaurant_438,Italian,3.2,2023-06-23,1296.1
1472,350,User_350,Chennai,Regular,401,Restaurant_401,Indian,4.6,2023-09-23,1174.83
1473,2832,User_2832,Hyderabad,Gold,336,Restaurant_336,Mexican,4.9,2023-03-24,543.22
1474,240,User_240,Hyderabad,Gold,163,Restaurant_163,Italian,4.2,2023-10-01,1398.16
1475,2736,User_2736,Chennai,Gold,19,Restaurant_19,Indian,3.6,2023-07-24,1273.13
1476,445,User_445,Chennai,Regular,9,Restaurant_9,Italian,3.1,2023-06-08,615.78
1477,380,User_380,Bangalore,Regular,180,Restaurant_180,Chinese,4.4,2023-02-28,793.83
1478,2491,User_2491,Bangalore,Gold,435,Restaurant_435,Italian,3.1,2023-08-18,1379.88
1479,1070,User_1070,Hyderabad,Gold,214,Restaurant_214,Chinese,3.4,2023-06-09,263.57
1480,1766,User_1766,Hyderabad,Regular,54,Restaurant_54,Italian,4.9,2023-10-04,1239.73
1481,1435,User_1435,Hyderabad,Regular,309,Restaurant_309,Indian,4.5,2023-06-17,235.72
1482,24,User_24,Hyderabad,Regular,497,Restaurant_497,Mexican,4.4,2023-10-25,395.82
1483,1535,User_1535,Chennai,Regular,328,Restaurant_328,Mexican,4.6,2023-07-13,116.49
1484,115,User_115,Pune,Gold,441,Restaurant_441,Indian,3.4,2023-08-01,736.93
1485,2981,User_2981,Chennai,Gold,202,Restaurant_202,Indian,4.7,2023-08-06,450.71
1486,2097,User_2097,Pune,Regular,327,Restaurant_327,Indian,3.2,2023-09-04,1024.31
1487,1558,User_1558,Chennai,Gold,387,Restaurant_387,Mexican,3.8,2023-03-20,442.55
1488,2535,User_2535,Chennai,Gold,289,Restaurant_289,Italian,4.8,2023-12-29,229.49
1489,2618,User_2618,Chennai,Gold,396,Restaurant_396,Mexican,4.8,2023-08-14,1014.11
1490,85,User_85,Pune,Gold,383,Restaurant_383,Indian,3.1,2023-07-09,565.96
1491,2897,User_2897,Bangalore,Gold,57,Restaurant_57,Mexican,4.4,2023-09-02,1309.19
1492,2761,User_2761,Chennai,Regular,24,Restaurant_24,Mexican,3.7,2023-05-09,1359.05
1493,170,User_170,Hyderabad,Gold,283,Restaurant_283,Chinese,4.6,2023-10-25,1125.99
1494,449,User_449,Pune,Regular,304,Restaurant_304,Italian,4.1,2023-04-30,379.1
1495,512,User_512,Hyderabad,Regular,243,Restaurant_243,Chinese,4.8,2023-05-18,690.82
1496,1839,User_1839,Hyderabad,Regular,280,Restaurant_280,Chinese,3.7,2023-02-26,1417.19
1497,2174,User_2174,Pune,Gold,104,Restaurant_104,Chinese,4.9,2023-06-20,1481.89
1498,2189,User_2189,Bangalore,Regular,475,Restaurant_475,Italian,4.9,2023-09-19,442.61
1499,2142,User_2142,Chennai,Gold,254,Restaurant_254,Indian,4.7,2023-02-17,174.57
1500,2564,User_2564,Pune,Gold,186,Restaurant_186,Indian,4.3,2023-08-13,1269.65
1501,2340,User_2340,Pune,Gold,117,Restaurant_117,Indian,3.9,2023-02-25,423.17
1502,1169,User_1169,Chennai,Regular,277,Restaurant_277,Mexican,3.3,2023-11-29,1078.36
1503,2220,User_2220,Bangalore,Regular,33,Restaurant_33,Italian,4.2,2023-02-24,1425.85
1504,1580,User_1580,Pune,Gold,470,Restaurant_470,Italian,3.6,2023-09-19,1354.57
1505,1338,User_1338,Bangalore,Regular,259,Restaurant_259,Mexican,3.7,2023-09-14,777.84
1506,1476,User_1476,Pune,Gold,188,Restaurant_188,Chinese,4.6,2023-04-26,914.03
1507,2574,User_2574,Pune,Gold,296,Restaurant_296,Italian,3.8,2023-07-10,1496.44
1508,2867,User_2867,Bangalore,Regular,26,Restaurant_26,Chinese,4.6,2023-05-18,977.77
1509,232,User_232,Pune,Regular,251,Restaurant_251,Chinese,3.9,2023-01-23,569.74
1510,1446,User_1446,Pune,Regular,97,Restaurant_97,Mexican,3.7,2023-04-02,298.88
1511,1631,User_1631,Bangalore,Regular,40,Restaurant_40,Indian,4.6,2023-06-21,126.51
1512,705,User_705,Bangalore,Regular,189,Restaurant_189,Indian,4.8,2023-01-30,970.43
1513,354,User_354,Chennai,Regular,289,Restaurant_289,Italian,4.8,2023-08-28,276.11
1514,864,User_864,Hyderabad,Gold,291,Restaurant_291,Mexican,4.3,2023-04-24,1420.78
1515,1198,User_1198,Chennai,Gold,223,Restaurant_223,Italian,3.4,2023-04-03,1344.96
1516,1689,User_1689,Bangalore,Regular,107,Restaurant_107,Mexican,4.0,2023-04-07,1027.65
1517,2839,User_2839,Bangalore,Regular,431,Restaurant_431,Mexican,4.6,2023-07-13,1360.34
1518,1984,User_1984,Pune,Gold,215,Restaurant_215,Mexican,4.4,2023-06-23,353.53
1519,7,User_7,Chennai,Gold,408,Restaurant_408,Mexican,3.0,2023-11-19,635.25
1520,417,User_417,Bangalore,Regular,300,Restaurant_300,Italian,4.1,2023-02-14,105.87
1521,1064,User_1064,Pune,Regular,416,Restaurant_416,Chinese,4.6,2023-04-16,1139.48
1522,1106,User_1106,Bangalore,Gold,117,Restaurant_117,Indian,3.9,2023-07-11,249.44
1523,996,User_996,Chennai,Gold,169,Restaurant_169,Italian,4.2,2023-10-08,963.71
1524,2803,User_2803,Chennai,Gold,236,Restaurant_236,Italian,4.2,2023-05-25,424.32
1525,2017,User_2017,Chennai,Gold,279,Restaurant_279,Italian,4.9,2023-06-10,276.31
1526,2685,User_2685,Hyderabad,Gold,109,Restaurant_109,Chinese,5.0,2023-03-27,196.53
1527,2471,User_2471,Pune,Gold,411,Restaurant_411,Indian,4.3,2023-05-03,695.2
1528,382,User_382,Bangalore,Regular,460,Restaurant_460,Chinese,4.5,2023-11-22,1184.17
1529,2990,User_2990,Bangalore,Gold,354,Restaurant_354,Indian,3.8,2023-04-09,467.28
1530,2375,User_2375,Pune,Gold,180,Restaurant_180,Chinese,4.4,2023-11-23,1111.55
1531,1929,User_1929,Pune,Gold,367,Restaurant_367,Indian,4.6,2023-07-12,1100.2
1532,2253,User_2253,Hyderabad,Regular,237,Restaurant_237,Italian,4.5,2023-10-02,616.28
1533,1768,User_1768,Chennai,Regular,361,Restaurant_361,Indian,4.5,2023-02-11,431.2
1534,2912,User_2912,Hyderabad,Gold,125,Restaurant_125,Chinese,4.3,2023-12-04,1184.75
1535,2658,User_2658,Bangalore,Regular,267,Restaurant_267,Chinese,4.2,2023-03-07,1016.47
1536,475,User_475,Bangalore,Gold,266,Restaurant_266,Italian,3.9,2023-03-02,913.55
1537,2777,User_2777,Chennai,Gold,377,Restaurant_377,Mexican,4.0,2023-10-20,976.11
1538,234,User_234,Chennai,Regular,286,Restaurant_286,Italian,5.0,2023-10-16,353.11
1539,1131,User_1131,Bangalore,Regular,41,Restaurant_41,Mexican,3.7,2023-06-29,1330.26
1540,312,User_312,Hyderabad,Gold,406,Restaurant_406,Chinese,4.5,2023-12-12,123.14
1541,466,User_466,Pune,Regular,276,Restaurant_276,Italian,3.4,2023-04-28,836.48
1542,1598,User_1598,Bangalore,Gold,90,Restaurant_90,Italian,4.8,2023-03-17,1084.41
1543,2786,User_2786,Bangalore,Regular,52,Restaurant_52,Mexican,4.9,2023-11-01,897.48
1544,2,User_2,Pune,Gold,252,Restaurant_252,Indian,3.7,2023-08-03,529.9
1545,29,User_29,Hyderabad,Gold,225,Restaurant_225,Italian,4.2,2023-10-29,182.87
1546,1671,User_1671,Chennai,Gold,252,Restaurant_252,Indian,3.7,2023-04-11,1416.62
1547,1831,User_1831,Hyderabad,Gold,370,Restaurant_370,Chinese,4.4,2023-12-28,1052.26
1548,786,User_786,Hyderabad,Gold,290,Restaurant_290,Chinese,4.9,2023-10-10,1155.28
1549,1687,User_1687,Chennai,Gold,191,Restaurant_191,Indian,4.0,2023-07-27,1400.89
1550,1669,User_1669,Hyderabad,Regular,339,Restaurant_339,Indian,3.1,2023-12-20,1479.08
1551,2808,User_2808,Hyderabad,Regular,280,Restaurant_280,Chinese,3.7,2023-08-07,538.0
1552,2955,User_2955,Bangalore,Gold,58,Restaurant_58,Indian,4.4,2023-07-19,752.46
1553,674,User_674,Chennai,Regular,123,Restaurant_123,Chinese,4.2,2023-10-30,979.5
1554,402,User_402,Hyderabad,Regular,330,Restaurant_330,Italian,3.9,2023-09-06,1145.53
1555,1643,User_1643,Chennai,Regular,122,Restaurant_122,Indian,3.9,2023-01-29,1337.61
1556,2915,User_2915,Chennai,Gold,41,Restaurant_41,Mexican,3.7,2023-09-23,517.31
1557,2702,User_2702,Pune,Gold,441,Restaurant_441,Indian,3.4,2023-01-28,659.37
